"","HEXID","date","NDaysAbove5ms"
"35065","FR29","aug_2007",5
"43921","FR29","aug_2008",6
"53761","FR29","aug_2009",2
"64585","FR29","aug_2010",4
"76393","FR29","aug_2011",0
"89185","FR29","aug_2012",0
"102961","FR29","aug_2013",0
"117721","FR29","aug_2014",2
"133465","FR29","aug_2015",2
"150193","FR29","aug_2016",1
"167905","FR29","aug_2017",5
"186601","FR29","aug_2018",2
"953","FR29","dec_2000",1
"2921","FR29","dec_2001",2
"5873","FR29","dec_2002",3
"9809","FR29","dec_2003",2
"14729","FR29","dec_2004",3
"20633","FR29","dec_2005",1
"27521","FR29","dec_2006",2
"35393","FR29","dec_2007",1
"44249","FR29","dec_2008",3
"54089","FR29","dec_2009",3
"64913","FR29","dec_2010",3
"76721","FR29","dec_2011",1
"89513","FR29","dec_2012",0
"103289","FR29","dec_2013",0
"118049","FR29","dec_2014",2
"133793","FR29","dec_2015",3
"150521","FR29","dec_2016",2
"168233","FR29","dec_2017",1
"186929","FR29","dec_2018",0
"133","FR29","feb_2000",3
"2101","FR29","feb_2001",4
"5053","FR29","feb_2002",1
"8989","FR29","feb_2003",0
"13909","FR29","feb_2004",2
"19813","FR29","feb_2005",0
"26701","FR29","feb_2006",2
"34573","FR29","feb_2007",4
"43429","FR29","feb_2008",2
"53269","FR29","feb_2009",5
"64093","FR29","feb_2010",0
"75901","FR29","feb_2011",4
"88693","FR29","feb_2012",0
"102469","FR29","feb_2013",1
"117229","FR29","feb_2014",1
"132973","FR29","feb_2015",1
"149701","FR29","feb_2016",2
"167413","FR29","feb_2017",3
"186109","FR29","feb_2018",2
"51","FR29","jan_2000",0
"2019","FR29","jan_2001",1
"4971","FR29","jan_2002",1
"8907","FR29","jan_2003",0
"13827","FR29","jan_2004",0
"19731","FR29","jan_2005",4
"26619","FR29","jan_2006",3
"34491","FR29","jan_2007",0
"43347","FR29","jan_2008",5
"53187","FR29","jan_2009",1
"64011","FR29","jan_2010",5
"75819","FR29","jan_2011",0
"88611","FR29","jan_2012",1
"102387","FR29","jan_2013",1
"117147","FR29","jan_2014",1
"132891","FR29","jan_2015",0
"149619","FR29","jan_2016",2
"167331","FR29","jan_2017",6
"186027","FR29","jan_2018",1
"543","FR29","jul_2000",0
"2511","FR29","jul_2001",6
"5463","FR29","jul_2002",10
"9399","FR29","jul_2003",3
"14319","FR29","jul_2004",1
"20223","FR29","jul_2005",3
"27111","FR29","jul_2006",9
"34983","FR29","jul_2007",4
"43839","FR29","jul_2008",7
"53679","FR29","jul_2009",2
"64503","FR29","jul_2010",3
"76311","FR29","jul_2011",0
"89103","FR29","jul_2012",5
"102879","FR29","jul_2013",4
"117639","FR29","jul_2014",3
"133383","FR29","jul_2015",9
"150111","FR29","jul_2016",3
"167823","FR29","jul_2017",3
"186519","FR29","jul_2018",10
"461","FR29","jun_2000",9
"2429","FR29","jun_2001",7
"5381","FR29","jun_2002",7
"9317","FR29","jun_2003",3
"14237","FR29","jun_2004",11
"20141","FR29","jun_2005",5
"27029","FR29","jun_2006",6
"34901","FR29","jun_2007",6
"43757","FR29","jun_2008",6
"53597","FR29","jun_2009",10
"64421","FR29","jun_2010",3
"76229","FR29","jun_2011",2
"89021","FR29","jun_2012",5
"102797","FR29","jun_2013",9
"117557","FR29","jun_2014",6
"133301","FR29","jun_2015",3
"150029","FR29","jun_2016",2
"167741","FR29","jun_2017",2
"186437","FR29","jun_2018",11
"215","FR29","mar_2000",1
"2183","FR29","mar_2001",2
"5135","FR29","mar_2002",5
"9071","FR29","mar_2003",3
"13991","FR29","mar_2004",0
"19895","FR29","mar_2005",4
"26783","FR29","mar_2006",3
"34655","FR29","mar_2007",3
"43511","FR29","mar_2008",4
"53351","FR29","mar_2009",5
"64175","FR29","mar_2010",3
"75983","FR29","mar_2011",5
"88775","FR29","mar_2012",4
"102551","FR29","mar_2013",0
"117311","FR29","mar_2014",3
"133055","FR29","mar_2015",2
"149783","FR29","mar_2016",7
"167495","FR29","mar_2017",2
"186191","FR29","mar_2018",4
"379","FR29","may_2000",8
"2347","FR29","may_2001",3
"5299","FR29","may_2002",5
"9235","FR29","may_2003",5
"14155","FR29","may_2004",8
"20059","FR29","may_2005",4
"26947","FR29","may_2006",5
"34819","FR29","may_2007",6
"43675","FR29","may_2008",5
"53515","FR29","may_2009",6
"64339","FR29","may_2010",8
"76147","FR29","may_2011",6
"88939","FR29","may_2012",6
"102715","FR29","may_2013",8
"117475","FR29","may_2014",4
"133219","FR29","may_2015",2
"149947","FR29","may_2016",8
"167659","FR29","may_2017",7
"186355","FR29","may_2018",5
"871","FR29","nov_2000",0
"2839","FR29","nov_2001",1
"5791","FR29","nov_2002",1
"9727","FR29","nov_2003",0
"14647","FR29","nov_2004",0
"20551","FR29","nov_2005",2
"27439","FR29","nov_2006",1
"35311","FR29","nov_2007",0
"44167","FR29","nov_2008",1
"54007","FR29","nov_2009",0
"64831","FR29","nov_2010",3
"76639","FR29","nov_2011",0
"89431","FR29","nov_2012",1
"103207","FR29","nov_2013",0
"117967","FR29","nov_2014",1
"133711","FR29","nov_2015",3
"150439","FR29","nov_2016",1
"168151","FR29","nov_2017",2
"186847","FR29","nov_2018",1
"789","FR29","oct_2000",5
"2757","FR29","oct_2001",0
"5709","FR29","oct_2002",2
"9645","FR29","oct_2003",1
"14565","FR29","oct_2004",5
"20469","FR29","oct_2005",4
"27357","FR29","oct_2006",2
"35229","FR29","oct_2007",6
"44085","FR29","oct_2008",5
"53925","FR29","oct_2009",5
"64749","FR29","oct_2010",1
"76557","FR29","oct_2011",1
"89349","FR29","oct_2012",1
"103125","FR29","oct_2013",2
"117885","FR29","oct_2014",0
"133629","FR29","oct_2015",0
"150357","FR29","oct_2016",3
"168069","FR29","oct_2017",1
"186765","FR29","oct_2018",1
"707","FR29","sep_2000",5
"2675","FR29","sep_2001",2
"5627","FR29","sep_2002",2
"9563","FR29","sep_2003",0
"14483","FR29","sep_2004",2
"20387","FR29","sep_2005",1
"27275","FR29","sep_2006",4
"35147","FR29","sep_2007",4
"44003","FR29","sep_2008",1
"53843","FR29","sep_2009",4
"64667","FR29","sep_2010",2
"76475","FR29","sep_2011",0
"89267","FR29","sep_2012",2
"103043","FR29","sep_2013",3
"117803","FR29","sep_2014",1
"133547","FR29","sep_2015",2
"150275","FR29","sep_2016",2
"167987","FR29","sep_2017",6
"186683","FR29","sep_2018",2
"298","FR30","apr_2000",15
"2266","FR30","apr_2001",20
"5218","FR30","apr_2002",12
"9154","FR30","apr_2003",13
"14074","FR30","apr_2004",13
"19978","FR30","apr_2005",18
"26866","FR30","apr_2006",10
"34738","FR30","apr_2007",20
"43594","FR30","apr_2008",20
"53434","FR30","apr_2009",17
"64258","FR30","apr_2010",14
"76066","FR30","apr_2011",19
"88858","FR30","apr_2012",19
"102634","FR30","apr_2013",14
"117394","FR30","apr_2014",13
"133138","FR30","apr_2015",15
"149866","FR30","apr_2016",16
"167578","FR30","apr_2017",17
"186274","FR30","apr_2018",14
"626","FR30","aug_2000",6
"2594","FR30","aug_2001",5
"5546","FR30","aug_2002",5
"9482","FR30","aug_2003",9
"14402","FR30","aug_2004",4
"20306","FR30","aug_2005",4
"27194","FR30","aug_2006",1
"35066","FR30","aug_2007",9
"43922","FR30","aug_2008",4
"53762","FR30","aug_2009",4
"64586","FR30","aug_2010",3
"76394","FR30","aug_2011",4
"89186","FR30","aug_2012",4
"102962","FR30","aug_2013",8
"117722","FR30","aug_2014",2
"133466","FR30","aug_2015",5
"150194","FR30","aug_2016",3
"167906","FR30","aug_2017",1
"186602","FR30","aug_2018",5
"954","FR30","dec_2000",7
"2922","FR30","dec_2001",12
"5874","FR30","dec_2002",10
"9810","FR30","dec_2003",7
"14730","FR30","dec_2004",11
"20634","FR30","dec_2005",6
"27522","FR30","dec_2006",8
"35394","FR30","dec_2007",14
"44250","FR30","dec_2008",12
"54090","FR30","dec_2009",6
"64914","FR30","dec_2010",10
"76722","FR30","dec_2011",4
"89514","FR30","dec_2012",9
"103290","FR30","dec_2013",5
"118050","FR30","dec_2014",12
"133794","FR30","dec_2015",11
"150522","FR30","dec_2016",11
"168234","FR30","dec_2017",5
"186930","FR30","dec_2018",11
"134","FR30","feb_2000",10
"2102","FR30","feb_2001",11
"5054","FR30","feb_2002",4
"8990","FR30","feb_2003",12
"13910","FR30","feb_2004",12
"19814","FR30","feb_2005",6
"26702","FR30","feb_2006",6
"34574","FR30","feb_2007",13
"43430","FR30","feb_2008",12
"53270","FR30","feb_2009",9
"64094","FR30","feb_2010",9
"75902","FR30","feb_2011",8
"88694","FR30","feb_2012",15
"102470","FR30","feb_2013",9
"117230","FR30","feb_2014",11
"132974","FR30","feb_2015",6
"149702","FR30","feb_2016",10
"167414","FR30","feb_2017",13
"186110","FR30","feb_2018",11
"52","FR30","jan_2000",10
"2020","FR30","jan_2001",7
"4972","FR30","jan_2002",11
"8908","FR30","jan_2003",7
"13828","FR30","jan_2004",10
"19732","FR30","jan_2005",5
"26620","FR30","jan_2006",13
"34492","FR30","jan_2007",10
"43348","FR30","jan_2008",13
"53188","FR30","jan_2009",10
"64012","FR30","jan_2010",7
"75820","FR30","jan_2011",8
"88612","FR30","jan_2012",11
"102388","FR30","jan_2013",8
"117148","FR30","jan_2014",9
"132892","FR30","jan_2015",2
"149620","FR30","jan_2016",7
"167332","FR30","jan_2017",15
"186028","FR30","jan_2018",9
"544","FR30","jul_2000",10
"2512","FR30","jul_2001",7
"5464","FR30","jul_2002",8
"9400","FR30","jul_2003",11
"14320","FR30","jul_2004",3
"20224","FR30","jul_2005",7
"27112","FR30","jul_2006",9
"34984","FR30","jul_2007",14
"43840","FR30","jul_2008",9
"53680","FR30","jul_2009",3
"64504","FR30","jul_2010",2
"76312","FR30","jul_2011",5
"89104","FR30","jul_2012",8
"102880","FR30","jul_2013",3
"117640","FR30","jul_2014",5
"133384","FR30","jul_2015",7
"150112","FR30","jul_2016",6
"167824","FR30","jul_2017",6
"186520","FR30","jul_2018",13
"462","FR30","jun_2000",9
"2430","FR30","jun_2001",14
"5382","FR30","jun_2002",14
"9318","FR30","jun_2003",12
"14238","FR30","jun_2004",23
"20142","FR30","jun_2005",13
"27030","FR30","jun_2006",17
"34902","FR30","jun_2007",18
"43758","FR30","jun_2008",11
"53598","FR30","jun_2009",9
"64422","FR30","jun_2010",14
"76230","FR30","jun_2011",8
"89022","FR30","jun_2012",17
"102798","FR30","jun_2013",13
"117558","FR30","jun_2014",9
"133302","FR30","jun_2015",8
"150030","FR30","jun_2016",13
"167742","FR30","jun_2017",11
"186438","FR30","jun_2018",14
"216","FR30","mar_2000",18
"2184","FR30","mar_2001",13
"5136","FR30","mar_2002",12
"9072","FR30","mar_2003",18
"13992","FR30","mar_2004",10
"19896","FR30","mar_2005",10
"26784","FR30","mar_2006",17
"34656","FR30","mar_2007",11
"43512","FR30","mar_2008",18
"53352","FR30","mar_2009",17
"64176","FR30","mar_2010",10
"75984","FR30","mar_2011",14
"88776","FR30","mar_2012",10
"102552","FR30","mar_2013",9
"117312","FR30","mar_2014",9
"133056","FR30","mar_2015",8
"149784","FR30","mar_2016",14
"167496","FR30","mar_2017",13
"186192","FR30","mar_2018",12
"380","FR30","may_2000",22
"2348","FR30","may_2001",10
"5300","FR30","may_2002",21
"9236","FR30","may_2003",20
"14156","FR30","may_2004",22
"20060","FR30","may_2005",17
"26948","FR30","may_2006",16
"34820","FR30","may_2007",15
"43676","FR30","may_2008",13
"53516","FR30","may_2009",11
"64340","FR30","may_2010",20
"76148","FR30","may_2011",21
"88940","FR30","may_2012",19
"102716","FR30","may_2013",21
"117476","FR30","may_2014",18
"133220","FR30","may_2015",10
"149948","FR30","may_2016",13
"167660","FR30","may_2017",11
"186356","FR30","may_2018",14
"872","FR30","nov_2000",10
"2840","FR30","nov_2001",6
"5792","FR30","nov_2002",8
"9728","FR30","nov_2003",9
"14648","FR30","nov_2004",10
"20552","FR30","nov_2005",11
"27440","FR30","nov_2006",15
"35312","FR30","nov_2007",7
"44168","FR30","nov_2008",12
"54008","FR30","nov_2009",11
"64832","FR30","nov_2010",9
"76640","FR30","nov_2011",9
"89432","FR30","nov_2012",10
"103208","FR30","nov_2013",5
"117968","FR30","nov_2014",8
"133712","FR30","nov_2015",13
"150440","FR30","nov_2016",8
"168152","FR30","nov_2017",5
"186848","FR30","nov_2018",3
"790","FR30","oct_2000",8
"2758","FR30","oct_2001",4
"5710","FR30","oct_2002",1
"9646","FR30","oct_2003",8
"14566","FR30","oct_2004",15
"20470","FR30","oct_2005",10
"27358","FR30","oct_2006",4
"35230","FR30","oct_2007",8
"44086","FR30","oct_2008",10
"53926","FR30","oct_2009",11
"64750","FR30","oct_2010",4
"76558","FR30","oct_2011",7
"89350","FR30","oct_2012",12
"103126","FR30","oct_2013",6
"117886","FR30","oct_2014",11
"133630","FR30","oct_2015",8
"150358","FR30","oct_2016",13
"168070","FR30","oct_2017",10
"186766","FR30","oct_2018",6
"708","FR30","sep_2000",11
"2676","FR30","sep_2001",4
"5628","FR30","sep_2002",6
"9564","FR30","sep_2003",4
"14484","FR30","sep_2004",6
"20388","FR30","sep_2005",10
"27276","FR30","sep_2006",6
"35148","FR30","sep_2007",13
"44004","FR30","sep_2008",2
"53844","FR30","sep_2009",10
"64668","FR30","sep_2010",3
"76476","FR30","sep_2011",3
"89268","FR30","sep_2012",2
"103044","FR30","sep_2013",14
"117804","FR30","sep_2014",5
"133548","FR30","sep_2015",6
"150276","FR30","sep_2016",6
"167988","FR30","sep_2017",10
"186684","FR30","sep_2018",7
"299","FR31","apr_2000",4
"2267","FR31","apr_2001",3
"5219","FR31","apr_2002",6
"9155","FR31","apr_2003",10
"14075","FR31","apr_2004",4
"19979","FR31","apr_2005",10
"26867","FR31","apr_2006",7
"34739","FR31","apr_2007",6
"43595","FR31","apr_2008",7
"53435","FR31","apr_2009",5
"64259","FR31","apr_2010",9
"76067","FR31","apr_2011",5
"88859","FR31","apr_2012",13
"102635","FR31","apr_2013",5
"117395","FR31","apr_2014",4
"133139","FR31","apr_2015",6
"149867","FR31","apr_2016",7
"167579","FR31","apr_2017",12
"186275","FR31","apr_2018",7
"627","FR31","aug_2000",4
"2595","FR31","aug_2001",3
"5547","FR31","aug_2002",2
"9483","FR31","aug_2003",0
"14403","FR31","aug_2004",1
"20307","FR31","aug_2005",1
"27195","FR31","aug_2006",0
"35067","FR31","aug_2007",3
"43923","FR31","aug_2008",2
"53763","FR31","aug_2009",2
"64587","FR31","aug_2010",1
"76395","FR31","aug_2011",0
"89187","FR31","aug_2012",0
"102963","FR31","aug_2013",0
"117723","FR31","aug_2014",0
"133467","FR31","aug_2015",2
"150195","FR31","aug_2016",0
"167907","FR31","aug_2017",0
"186603","FR31","aug_2018",2
"955","FR31","dec_2000",0
"2923","FR31","dec_2001",3
"5875","FR31","dec_2002",7
"9811","FR31","dec_2003",9
"14731","FR31","dec_2004",8
"20635","FR31","dec_2005",5
"27523","FR31","dec_2006",4
"35395","FR31","dec_2007",6
"44251","FR31","dec_2008",4
"54091","FR31","dec_2009",5
"64915","FR31","dec_2010",7
"76723","FR31","dec_2011",1
"89515","FR31","dec_2012",4
"103291","FR31","dec_2013",1
"118051","FR31","dec_2014",5
"133795","FR31","dec_2015",5
"150523","FR31","dec_2016",4
"168235","FR31","dec_2017",4
"186931","FR31","dec_2018",1
"135","FR31","feb_2000",11
"2103","FR31","feb_2001",6
"5055","FR31","feb_2002",2
"8991","FR31","feb_2003",2
"13911","FR31","feb_2004",6
"19815","FR31","feb_2005",4
"26703","FR31","feb_2006",4
"34575","FR31","feb_2007",6
"43431","FR31","feb_2008",5
"53271","FR31","feb_2009",7
"64095","FR31","feb_2010",2
"75903","FR31","feb_2011",7
"88695","FR31","feb_2012",0
"102471","FR31","feb_2013",2
"117231","FR31","feb_2014",3
"132975","FR31","feb_2015",3
"149703","FR31","feb_2016",3
"167415","FR31","feb_2017",10
"186111","FR31","feb_2018",2
"53","FR31","jan_2000",3
"2021","FR31","jan_2001",4
"4973","FR31","jan_2002",1
"8909","FR31","jan_2003",0
"13829","FR31","jan_2004",2
"19733","FR31","jan_2005",6
"26621","FR31","jan_2006",4
"34493","FR31","jan_2007",2
"43349","FR31","jan_2008",10
"53189","FR31","jan_2009",0
"64013","FR31","jan_2010",7
"75821","FR31","jan_2011",2
"88613","FR31","jan_2012",2
"102389","FR31","jan_2013",2
"117149","FR31","jan_2014",1
"132893","FR31","jan_2015",0
"149621","FR31","jan_2016",3
"167333","FR31","jan_2017",12
"186029","FR31","jan_2018",2
"545","FR31","jul_2000",1
"2513","FR31","jul_2001",3
"5465","FR31","jul_2002",7
"9401","FR31","jul_2003",4
"14321","FR31","jul_2004",1
"20225","FR31","jul_2005",0
"27113","FR31","jul_2006",3
"34985","FR31","jul_2007",3
"43841","FR31","jul_2008",4
"53681","FR31","jul_2009",0
"64505","FR31","jul_2010",0
"76313","FR31","jul_2011",0
"89105","FR31","jul_2012",4
"102881","FR31","jul_2013",1
"117641","FR31","jul_2014",2
"133385","FR31","jul_2015",2
"150113","FR31","jul_2016",2
"167825","FR31","jul_2017",2
"186521","FR31","jul_2018",9
"463","FR31","jun_2000",5
"2431","FR31","jun_2001",6
"5383","FR31","jun_2002",5
"9319","FR31","jun_2003",0
"14239","FR31","jun_2004",11
"20143","FR31","jun_2005",4
"27031","FR31","jun_2006",5
"34903","FR31","jun_2007",6
"43759","FR31","jun_2008",6
"53599","FR31","jun_2009",5
"64423","FR31","jun_2010",4
"76231","FR31","jun_2011",1
"89023","FR31","jun_2012",5
"102799","FR31","jun_2013",6
"117559","FR31","jun_2014",4
"133303","FR31","jun_2015",1
"150031","FR31","jun_2016",0
"167743","FR31","jun_2017",1
"186439","FR31","jun_2018",8
"217","FR31","mar_2000",5
"2185","FR31","mar_2001",5
"5137","FR31","mar_2002",6
"9073","FR31","mar_2003",8
"13993","FR31","mar_2004",0
"19897","FR31","mar_2005",5
"26785","FR31","mar_2006",10
"34657","FR31","mar_2007",4
"43513","FR31","mar_2008",6
"53353","FR31","mar_2009",8
"64177","FR31","mar_2010",7
"75985","FR31","mar_2011",10
"88777","FR31","mar_2012",7
"102553","FR31","mar_2013",2
"117313","FR31","mar_2014",5
"133057","FR31","mar_2015",3
"149785","FR31","mar_2016",8
"167497","FR31","mar_2017",5
"186193","FR31","mar_2018",7
"381","FR31","may_2000",7
"2349","FR31","may_2001",6
"5301","FR31","may_2002",5
"9237","FR31","may_2003",3
"14157","FR31","may_2004",7
"20061","FR31","may_2005",6
"26949","FR31","may_2006",6
"34821","FR31","may_2007",6
"43677","FR31","may_2008",4
"53517","FR31","may_2009",7
"64341","FR31","may_2010",11
"76149","FR31","may_2011",7
"88941","FR31","may_2012",7
"102717","FR31","may_2013",9
"117477","FR31","may_2014",6
"133221","FR31","may_2015",1
"149949","FR31","may_2016",4
"167661","FR31","may_2017",5
"186357","FR31","may_2018",4
"873","FR31","nov_2000",0
"2841","FR31","nov_2001",3
"5793","FR31","nov_2002",2
"9729","FR31","nov_2003",3
"14649","FR31","nov_2004",3
"20553","FR31","nov_2005",1
"27441","FR31","nov_2006",4
"35313","FR31","nov_2007",0
"44169","FR31","nov_2008",4
"54009","FR31","nov_2009",3
"64833","FR31","nov_2010",5
"76641","FR31","nov_2011",1
"89433","FR31","nov_2012",4
"103209","FR31","nov_2013",0
"117969","FR31","nov_2014",3
"133713","FR31","nov_2015",3
"150441","FR31","nov_2016",3
"168153","FR31","nov_2017",4
"186849","FR31","nov_2018",1
"791","FR31","oct_2000",5
"2759","FR31","oct_2001",1
"5711","FR31","oct_2002",1
"9647","FR31","oct_2003",1
"14567","FR31","oct_2004",7
"20471","FR31","oct_2005",5
"27359","FR31","oct_2006",1
"35231","FR31","oct_2007",7
"44087","FR31","oct_2008",5
"53927","FR31","oct_2009",5
"64751","FR31","oct_2010",4
"76559","FR31","oct_2011",2
"89351","FR31","oct_2012",0
"103127","FR31","oct_2013",2
"117887","FR31","oct_2014",4
"133631","FR31","oct_2015",2
"150359","FR31","oct_2016",9
"168071","FR31","oct_2017",3
"186767","FR31","oct_2018",2
"709","FR31","sep_2000",5
"2677","FR31","sep_2001",0
"5629","FR31","sep_2002",3
"9565","FR31","sep_2003",0
"14485","FR31","sep_2004",2
"20389","FR31","sep_2005",0
"27277","FR31","sep_2006",5
"35149","FR31","sep_2007",3
"44005","FR31","sep_2008",1
"53845","FR31","sep_2009",3
"64669","FR31","sep_2010",1
"76477","FR31","sep_2011",0
"89269","FR31","sep_2012",0
"103045","FR31","sep_2013",4
"117805","FR31","sep_2014",1
"133549","FR31","sep_2015",1
"150277","FR31","sep_2016",2
"167989","FR31","sep_2017",6
"186685","FR31","sep_2018",1
"300","FR36","apr_2000",14
"2268","FR36","apr_2001",16
"5220","FR36","apr_2002",18
"9156","FR36","apr_2003",24
"14076","FR36","apr_2004",14
"19980","FR36","apr_2005",18
"26868","FR36","apr_2006",17
"34740","FR36","apr_2007",18
"43596","FR36","apr_2008",20
"53436","FR36","apr_2009",21
"64260","FR36","apr_2010",17
"76068","FR36","apr_2011",22
"88860","FR36","apr_2012",16
"102636","FR36","apr_2013",17
"117396","FR36","apr_2014",15
"133140","FR36","apr_2015",12
"149868","FR36","apr_2016",14
"167580","FR36","apr_2017",19
"186276","FR36","apr_2018",15
"628","FR36","aug_2000",5
"2596","FR36","aug_2001",4
"5548","FR36","aug_2002",14
"9484","FR36","aug_2003",1
"14404","FR36","aug_2004",4
"20308","FR36","aug_2005",3
"27196","FR36","aug_2006",5
"35068","FR36","aug_2007",10
"43924","FR36","aug_2008",7
"53764","FR36","aug_2009",7
"64588","FR36","aug_2010",9
"76396","FR36","aug_2011",8
"89188","FR36","aug_2012",0
"102964","FR36","aug_2013",4
"117724","FR36","aug_2014",3
"133468","FR36","aug_2015",8
"150196","FR36","aug_2016",5
"167908","FR36","aug_2017",4
"186604","FR36","aug_2018",11
"956","FR36","dec_2000",12
"2924","FR36","dec_2001",17
"5876","FR36","dec_2002",12
"9812","FR36","dec_2003",18
"14732","FR36","dec_2004",13
"20636","FR36","dec_2005",18
"27524","FR36","dec_2006",16
"35396","FR36","dec_2007",15
"44252","FR36","dec_2008",15
"54092","FR36","dec_2009",11
"64916","FR36","dec_2010",15
"76724","FR36","dec_2011",8
"89516","FR36","dec_2012",17
"103292","FR36","dec_2013",10
"118052","FR36","dec_2014",13
"133796","FR36","dec_2015",16
"150524","FR36","dec_2016",19
"168236","FR36","dec_2017",9
"186932","FR36","dec_2018",11
"136","FR36","feb_2000",20
"2104","FR36","feb_2001",13
"5056","FR36","feb_2002",12
"8992","FR36","feb_2003",14
"13912","FR36","feb_2004",18
"19816","FR36","feb_2005",13
"26704","FR36","feb_2006",14
"34576","FR36","feb_2007",15
"43432","FR36","feb_2008",14
"53272","FR36","feb_2009",21
"64096","FR36","feb_2010",8
"75904","FR36","feb_2011",16
"88696","FR36","feb_2012",15
"102472","FR36","feb_2013",10
"117232","FR36","feb_2014",15
"132976","FR36","feb_2015",9
"149704","FR36","feb_2016",10
"167416","FR36","feb_2017",19
"186112","FR36","feb_2018",10
"54","FR36","jan_2000",21
"2022","FR36","jan_2001",8
"4974","FR36","jan_2002",10
"8910","FR36","jan_2003",9
"13830","FR36","jan_2004",11
"19734","FR36","jan_2005",14
"26622","FR36","jan_2006",21
"34494","FR36","jan_2007",13
"43350","FR36","jan_2008",20
"53190","FR36","jan_2009",17
"64014","FR36","jan_2010",9
"75822","FR36","jan_2011",11
"88614","FR36","jan_2012",17
"102390","FR36","jan_2013",14
"117150","FR36","jan_2014",8
"132894","FR36","jan_2015",5
"149622","FR36","jan_2016",19
"167334","FR36","jan_2017",20
"186030","FR36","jan_2018",10
"546","FR36","jul_2000",10
"2514","FR36","jul_2001",4
"5466","FR36","jul_2002",7
"9402","FR36","jul_2003",11
"14322","FR36","jul_2004",3
"20226","FR36","jul_2005",10
"27114","FR36","jul_2006",6
"34986","FR36","jul_2007",6
"43842","FR36","jul_2008",5
"53682","FR36","jul_2009",8
"64506","FR36","jul_2010",8
"76314","FR36","jul_2011",5
"89106","FR36","jul_2012",2
"102882","FR36","jul_2013",5
"117642","FR36","jul_2014",0
"133386","FR36","jul_2015",9
"150114","FR36","jul_2016",12
"167826","FR36","jul_2017",6
"186522","FR36","jul_2018",2
"464","FR36","jun_2000",10
"2432","FR36","jun_2001",16
"5384","FR36","jun_2002",17
"9320","FR36","jun_2003",14
"14240","FR36","jun_2004",12
"20144","FR36","jun_2005",15
"27032","FR36","jun_2006",9
"34904","FR36","jun_2007",15
"43760","FR36","jun_2008",14
"53600","FR36","jun_2009",15
"64424","FR36","jun_2010",18
"76232","FR36","jun_2011",22
"89024","FR36","jun_2012",17
"102800","FR36","jun_2013",14
"117560","FR36","jun_2014",18
"133304","FR36","jun_2015",15
"150032","FR36","jun_2016",14
"167744","FR36","jun_2017",11
"186440","FR36","jun_2018",16
"218","FR36","mar_2000",11
"2186","FR36","mar_2001",11
"5138","FR36","mar_2002",15
"9074","FR36","mar_2003",17
"13994","FR36","mar_2004",12
"19898","FR36","mar_2005",15
"26786","FR36","mar_2006",21
"34658","FR36","mar_2007",14
"43514","FR36","mar_2008",17
"53354","FR36","mar_2009",14
"64178","FR36","mar_2010",17
"75986","FR36","mar_2011",20
"88778","FR36","mar_2012",19
"102554","FR36","mar_2013",16
"117314","FR36","mar_2014",16
"133058","FR36","mar_2015",6
"149786","FR36","mar_2016",17
"167498","FR36","mar_2017",14
"186194","FR36","mar_2018",17
"382","FR36","may_2000",20
"2350","FR36","may_2001",8
"5302","FR36","may_2002",16
"9238","FR36","may_2003",18
"14158","FR36","may_2004",22
"20062","FR36","may_2005",20
"26950","FR36","may_2006",16
"34822","FR36","may_2007",11
"43678","FR36","may_2008",15
"53518","FR36","may_2009",17
"64342","FR36","may_2010",21
"76150","FR36","may_2011",22
"88942","FR36","may_2012",18
"102718","FR36","may_2013",20
"117478","FR36","may_2014",19
"133222","FR36","may_2015",16
"149950","FR36","may_2016",18
"167662","FR36","may_2017",11
"186358","FR36","may_2018",17
"874","FR36","nov_2000",12
"2842","FR36","nov_2001",11
"5794","FR36","nov_2002",12
"9730","FR36","nov_2003",15
"14650","FR36","nov_2004",10
"20554","FR36","nov_2005",15
"27442","FR36","nov_2006",17
"35314","FR36","nov_2007",7
"44170","FR36","nov_2008",11
"54010","FR36","nov_2009",14
"64834","FR36","nov_2010",15
"76642","FR36","nov_2011",15
"89434","FR36","nov_2012",11
"103210","FR36","nov_2013",10
"117970","FR36","nov_2014",16
"133714","FR36","nov_2015",12
"150442","FR36","nov_2016",10
"168154","FR36","nov_2017",15
"186850","FR36","nov_2018",16
"792","FR36","oct_2000",8
"2760","FR36","oct_2001",9
"5712","FR36","oct_2002",10
"9648","FR36","oct_2003",6
"14568","FR36","oct_2004",14
"20472","FR36","oct_2005",13
"27360","FR36","oct_2006",15
"35232","FR36","oct_2007",13
"44088","FR36","oct_2008",11
"53928","FR36","oct_2009",11
"64752","FR36","oct_2010",11
"76560","FR36","oct_2011",5
"89352","FR36","oct_2012",12
"103128","FR36","oct_2013",11
"117888","FR36","oct_2014",7
"133632","FR36","oct_2015",5
"150360","FR36","oct_2016",17
"168072","FR36","oct_2017",11
"186768","FR36","oct_2018",7
"710","FR36","sep_2000",6
"2678","FR36","sep_2001",5
"5630","FR36","sep_2002",8
"9566","FR36","sep_2003",5
"14486","FR36","sep_2004",8
"20390","FR36","sep_2005",10
"27278","FR36","sep_2006",9
"35150","FR36","sep_2007",12
"44006","FR36","sep_2008",3
"53846","FR36","sep_2009",7
"64670","FR36","sep_2010",6
"76478","FR36","sep_2011",2
"89270","FR36","sep_2012",3
"103046","FR36","sep_2013",6
