"hexid","ATT","CI.lower","CI.upper","period","OmittedControl","insig"
"ALL",0.669486398444083,-3.72622866626387,5.06520146315204,"13-24","CT1",TRUE
"ALL",0.692959141753601,-3.71873895213899,5.10465723564619,"13-24","CT12",TRUE
"ALL",0.994254190220398,-3.42796242817673,5.41647080861753,"13-24","CT13",TRUE
"ALL",0.874652526654847,-3.29718554133903,5.04649059464873,"13-24","CT16",TRUE
"ALL",0.76111417693741,-3.69025560601134,5.21248395988616,"13-24","CT19",TRUE
"ALL",0.739016933779028,-3.68968165618739,5.16771552374545,"13-24","CT2",TRUE
"ALL",0.699669180741371,-3.70956703215122,5.10890539363397,"13-24","CT20",TRUE
"ALL",0.8502310144453,-3.59057684108727,5.29103886997787,"13-24","CT22",TRUE
"ALL",0.776391036998434,-3.63210424192436,5.18488631592123,"13-24","CT28",TRUE
"ALL",0.745651438236848,-3.69498900141164,5.18629187788533,"13-24","CT29",TRUE
"ALL",0.744295028780849,-3.68415585266288,5.17274591022458,"13-24","CT31",TRUE
"ALL",0.791258712241954,-3.52757643145747,5.11009385594138,"13-24","CT32",TRUE
"ALL",0.69832499814651,-3.70477700788162,5.10142700417464,"13-24","CT37",TRUE
"ALL",0.378464059632927,-4.06831374039771,4.82524185966356,"13-24","CT38",TRUE
"ALL",0.614260396608045,-3.76667707431399,4.99519786753008,"13-24","CT4",TRUE
"ALL",0.695702977077548,-3.70920313295824,5.10060908711334,"13-24","CT42",TRUE
"ALL",0.708423762184216,-3.69195577957861,5.10880330394704,"13-24","CT43",TRUE
"ALL",0.99265745794538,-3.43337506928871,5.41868998517947,"13-24","CT44",TRUE
"ALL",0.747875221812519,-3.68807568166482,5.18382612528986,"13-24","CT47",TRUE
"ALL",0.717928704513037,-3.70955910916782,5.14541651819389,"13-24","CT48",TRUE
"ALL",0.728040938628904,-3.67504558538823,5.13112746264604,"13-24","CT49",TRUE
"ALL",0.662352885290489,-3.76596506996683,5.0906708405478,"13-24","CT5",TRUE
"ALL",0.763014101986937,-3.67924178511541,5.20526998908928,"13-24","CT52",TRUE
"ALL",0.699025381424771,-3.70331268941611,5.10136345226565,"13-24","CT53",TRUE
"ALL",0.701850502726876,-3.70784548480023,5.11154649025398,"13-24","CT54",TRUE
"ALL",0.727759984554864,-3.66752249013576,5.12304245924549,"13-24","CT56",TRUE
"ALL",0.691769552515662,-3.70372144518531,5.08726055021663,"13-24","CT57",TRUE
"ALL",0.696051586763864,-3.73631457883657,5.1284177523643,"13-24","CT58",TRUE
"ALL",0.727315643679335,-3.71568880199108,5.17032008934975,"13-24","CT59",TRUE
"ALL",0.248295238797439,-4.19745423270148,4.69404471029636,"13-24","CT6",TRUE
"ALL",0.739707213199004,-3.69190473484053,5.17131916123854,"13-24","CT60",TRUE
"ALL",0.731917246532351,-3.70202159808102,5.16585609114572,"13-24","CT61",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","NONE",TRUE
"ALL",0.683994313616408,-3.70610561834326,5.07409424557608,"13-24","CT1",TRUE
"ALL",0.723090065011512,-3.6712458563886,5.11742598641162,"13-24","CT12",TRUE
"ALL",0.659955071046944,-3.71855289843622,5.03846304053011,"13-24","CT13",TRUE
"ALL",0.565905598131082,-3.70434697510881,4.83615817137097,"13-24","CT16",TRUE
"ALL",0.707043554215509,-3.68416508576899,5.09825219420001,"13-24","CT19",TRUE
"ALL",0.716300365025237,-3.68022006157636,5.11282079162683,"13-24","CT2",TRUE
"ALL",0.707707627363309,-3.68388884043366,5.09930409516028,"13-24","CT20",TRUE
"ALL",0.711772661532312,-3.68576317714788,5.1093085002125,"13-24","CT21",TRUE
"ALL",0.778556428285221,-3.61491137174105,5.17202422831149,"13-24","CT22",TRUE
"ALL",0.723608128681838,-3.67507009752239,5.12228635488607,"13-24","CT23",TRUE
"ALL",0.708963648888357,-3.67983842150212,5.09776571927884,"13-24","CT28",TRUE
"ALL",0.684745315350283,-3.70040909027761,5.06989972097818,"13-24","CT29",TRUE
"ALL",0.694939082683123,-3.6930981064387,5.08297627180495,"13-24","CT31",TRUE
"ALL",0.670359941777638,-3.70035897542502,5.04107885898029,"13-24","CT32",TRUE
"ALL",0.695472425207669,-3.69112541460631,5.08207026502164,"13-24","CT36",TRUE
"ALL",0.722833399579467,-3.66429776747227,5.10996456663121,"13-24","CT37",TRUE
"ALL",0.740157630116428,-3.65250240355825,5.1328176637911,"13-24","CT38",TRUE
"ALL",0.750263184951493,-3.65192342850166,5.15244979840465,"13-24","CT39",TRUE
"ALL",0.778417546282047,-3.61499541622067,5.17183050878476,"13-24","CT4",TRUE
"ALL",0.713319477587973,-3.68257776666792,5.10921672184387,"13-24","CT42",TRUE
"ALL",0.758990267654277,-3.64761478449305,5.1655953198016,"13-24","CT43",TRUE
"ALL",0.635483542866681,-3.74163827870192,5.01260536443528,"13-24","CT44",TRUE
"ALL",0.723984723749922,-3.67428060607749,5.12225005357734,"13-24","CT47",TRUE
"ALL",0.715890944333537,-3.68068887803569,5.11247076670277,"13-24","CT48",TRUE
"ALL",0.712862969052655,-3.67644646315195,5.10217240125726,"13-24","CT49",TRUE
"ALL",0.7699129157548,-3.62899309807258,5.16881892958218,"13-24","CT5",TRUE
"ALL",0.738531792738496,-3.65691673534659,5.13398032082358,"13-24","CT52",TRUE
"ALL",0.693494505269039,-3.69382820004788,5.08081721058596,"13-24","CT53",TRUE
"ALL",0.686700266283838,-3.69732116587393,5.0707216984416,"13-24","CT54",TRUE
"ALL",0.733332697794622,-3.65659356592074,5.12325896150998,"13-24","CT56",TRUE
"ALL",0.720110426977418,-3.67718988205035,5.11741073600518,"13-24","CT57",TRUE
"ALL",0.752653333256286,-3.65074483995888,5.15605150647145,"13-24","CT58",TRUE
"ALL",0.718918161509297,-3.67344565488193,5.11128197790052,"13-24","CT59",TRUE
"ALL",0.699297380499629,-3.68161726666346,5.08021202766272,"13-24","CT6",TRUE
"ALL",0.70352216673968,-3.68805218722102,5.09509652070038,"13-24","CT60",TRUE
"ALL",0.711904418897448,-3.67639500898675,5.10020384678165,"13-24","CT61",TRUE
"ALL",0.688891933458982,-3.69361449521911,5.07139836213708,"13-24","CT9",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","NONE",TRUE
"ALL",0.485972795131272,-3.9056863232293,4.87763191349185,"13-24","CT1",TRUE
"ALL",0.460536422729293,-3.93502790650893,4.85610075196752,"13-24","CT12",TRUE
"ALL",0.704239525278908,-3.6935279227229,5.10200697328071,"13-24","CT13",TRUE
"ALL",0.727556016992852,-3.66968373086695,5.12479576485266,"13-24","CT16",TRUE
"ALL",0.396219467461504,-4.00706872891043,4.79950766383344,"13-24","CT19",TRUE
"ALL",0.381738135228254,-4.02363937399113,4.78711564444763,"13-24","CT2",TRUE
"ALL",0.346636514434722,-4.06322682122308,4.75649985009253,"13-24","CT20",TRUE
"ALL",0.433103686376271,-3.96394147104806,4.8301488438006,"13-24","CT21",TRUE
"ALL",0.588158336648466,-3.81806947555585,4.99438614885279,"13-24","CT22",TRUE
"ALL",0.528057379134185,-3.85821966155975,4.91433441982812,"13-24","CT23",TRUE
"ALL",0.362645001377695,-4.0443569507554,4.76964695351079,"13-24","CT24",TRUE
"ALL",0.420067040776154,-3.97807855910881,4.81821264066112,"13-24","CT28",TRUE
"ALL",0.358802289599067,-4.04937984280919,4.76698442200733,"13-24","CT29",TRUE
"ALL",1.25108866298501,-3.04848221141124,5.55065953738126,"13-24","CT30",TRUE
"ALL",0.50264914035371,-3.88750578016992,4.89280406087734,"13-24","CT31",TRUE
"ALL",0.572030210524789,-3.8313849381227,4.97544535917228,"13-24","CT32",TRUE
"ALL",0.437347016929553,-3.96080527587127,4.83549930973037,"13-24","CT36",TRUE
"ALL",0.464981147576536,-3.93031662554623,4.8602789206993,"13-24","CT37",TRUE
"ALL",0.40137698885594,-4.00305187703505,4.80580585474693,"13-24","CT38",TRUE
"ALL",0.469374132805844,-3.92590077505224,4.86464904066393,"13-24","CT39",TRUE
"ALL",0.382436020289567,-4.02401955477318,4.78889159535232,"13-24","CT4",TRUE
"ALL",0.456295689040158,-3.9393214263845,4.85191280446481,"13-24","CT42",TRUE
"ALL",0.344322167136784,-4.06673414757437,4.75537848184794,"13-24","CT43",TRUE
"ALL",0.584154807922267,-3.80080698765979,4.96911660350433,"13-24","CT44",TRUE
"ALL",0.435565033835421,-3.96311023912183,4.83424030679268,"13-24","CT47",TRUE
"ALL",0.460212391573973,-3.9353086992107,4.85573348235864,"13-24","CT48",TRUE
"ALL",0.556448926328313,-3.82637460950455,4.93927246216118,"13-24","CT49",TRUE
"ALL",0.61176657889785,-3.79155279478136,5.01508595257706,"13-24","CT5",TRUE
"ALL",0.500356640850167,-3.8902910350358,4.89100431673613,"13-24","CT52",TRUE
"ALL",0.443820604160589,-3.953755307131,4.84139651545218,"13-24","CT53",TRUE
"ALL",0.485651198768165,-3.90669465402728,4.87799705156361,"13-24","CT54",TRUE
"ALL",0.769289155816009,-3.62418614341038,5.1627644550424,"13-24","CT56",TRUE
"ALL",0.393923737623612,-4.01010196465225,4.79794943989948,"13-24","CT57",TRUE
"ALL",0.383562313546348,-4.02217784763122,4.78930247472392,"13-24","CT58",TRUE
"ALL",0.421083495396204,-3.97965105542836,4.82181804622077,"13-24","CT59",TRUE
"ALL",0.407406400171895,-3.99473668293863,4.80954948328242,"13-24","CT6",TRUE
"ALL",0.366834513533303,-4.04066754055356,4.77433656762017,"13-24","CT60",TRUE
"ALL",0.417941151967296,-3.98289435659035,4.81877666052494,"13-24","CT61",TRUE
"ALL",0.53094090656498,-3.85513512441006,4.91701693754002,"13-24","CT9",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","NONE",TRUE
"ALL",0.709520761267029,-3.70248347383227,5.12152499636633,"13-24","CT1",TRUE
"ALL",0.710092277628415,-3.69855049826194,5.11873505351877,"13-24","CT12",TRUE
"ALL",0.702763883677468,-3.71120751449113,5.11673528184607,"13-24","CT16",TRUE
"ALL",0.707084989816678,-3.69794270803437,5.11211268766773,"13-24","CT19",TRUE
"ALL",0.719987213462374,-3.69788473334457,5.13785916026932,"13-24","CT2",TRUE
"ALL",0.70826688844851,-3.69762810870476,5.11416188560178,"13-24","CT20",TRUE
"ALL",0.707108151401323,-3.69451825628133,5.10873455908398,"13-24","CT21",TRUE
"ALL",0.696665739681754,-3.7012405875508,5.09457206691431,"13-24","CT23",TRUE
"ALL",0.696022226687066,-3.70747272242982,5.09951717580395,"13-24","CT24",TRUE
"ALL",0.699526388836139,-3.71138462393895,5.11043740161122,"13-24","CT28",TRUE
"ALL",0.710969748112457,-3.69899680857046,5.12093630479537,"13-24","CT29",TRUE
"ALL",0.798214998845134,-3.34620230353898,4.94263230122924,"13-24","CT30",TRUE
"ALL",0.711059038804331,-3.69464293401694,5.1167610116256,"13-24","CT31",TRUE
"ALL",0.744664873187498,-3.64684138328961,5.1361711296646,"13-24","CT32",TRUE
"ALL",0.714628889007106,-3.69561076528874,5.12486854330295,"13-24","CT33",TRUE
"ALL",0.708130384464892,-3.69729013989167,5.11355090882145,"13-24","CT35",TRUE
"ALL",0.716634863733106,-3.69832445537944,5.13159418284565,"13-24","CT36",TRUE
"ALL",0.724818560662338,-3.68568512310071,5.13532224442538,"13-24","CT37",TRUE
"ALL",0.698515906714499,-3.71015889619172,5.10719070962072,"13-24","CT38",TRUE
"ALL",0.711453440702692,-3.68694758999629,5.10985447140167,"13-24","CT39",TRUE
"ALL",0.736084948164337,-3.6849200076302,5.15708990395887,"13-24","CT4",TRUE
"ALL",0.717226443078586,-3.69585878547183,5.130311671629,"13-24","CT41",TRUE
"ALL",0.696879404657984,-3.69832234069471,5.09208115001068,"13-24","CT42",TRUE
"ALL",0.72039399965438,-3.69483908876571,5.13562708807447,"13-24","CT43",TRUE
"ALL",0.755915647778791,-3.65718671527129,5.16901801082887,"13-24","CT44",TRUE
"ALL",0.713902820567704,-3.69661325804515,5.12441889918056,"13-24","CT47",TRUE
"ALL",0.683395122909537,-3.69403376522889,5.06082401104796,"13-24","CT48",TRUE
"ALL",0.687142487715616,-3.7004738011615,5.07475877659274,"13-24","CT49",TRUE
"ALL",0.709673664694699,-3.69080026470761,5.110147594097,"13-24","CT5",TRUE
"ALL",0.696747911321237,-3.6995658764622,5.09306169910468,"13-24","CT51",TRUE
"ALL",0.696282635282081,-3.70107452191817,5.09363979248233,"13-24","CT52",TRUE
"ALL",0.720331828040383,-3.69702067149535,5.13768432757612,"13-24","CT53",TRUE
"ALL",0.721146268553475,-3.69459670694972,5.13688924405667,"13-24","CT54",TRUE
"ALL",0.687307805419836,-3.67829726827498,5.05291287911465,"13-24","CT56",TRUE
"ALL",0.699881384334452,-3.69871049706939,5.0984732657383,"13-24","CT57",TRUE
"ALL",0.722036732087483,-3.69686255510298,5.14093601927795,"13-24","CT58",TRUE
"ALL",0.712549061323151,-3.69487831553626,5.11997643818256,"13-24","CT59",TRUE
"ALL",0.709843183826716,-3.69717313990038,5.11685950755381,"13-24","CT60",TRUE
"ALL",0.722095860101816,-3.69693654498322,5.14112826518685,"13-24","CT61",TRUE
"ALL",0.704680344642863,-3.70110853615266,5.11046922543839,"13-24","CT9",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","NONE",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT1",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT12",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT13",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT16",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT19",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT2",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT20",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT22",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT25",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT28",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT29",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT31",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT32",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT37",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT38",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT4",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT42",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT43",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT44",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT47",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT48",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT49",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT5",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT52",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT53",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT54",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT56",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT57",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT58",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT59",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT6",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT60",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","CT61",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","NONE",TRUE
"ALL",0.692835877076796,-3.71374866385964,5.09942041801323,"13-24","CT1",TRUE
"ALL",0.700445862671128,-3.70824724296026,5.10913896830251,"13-24","CT12",TRUE
"ALL",0.693924292953618,-3.71763550265153,5.10548408855876,"13-24","CT13",TRUE
"ALL",0.686996586445857,-3.72290635063589,5.09689952352761,"13-24","CT16",TRUE
"ALL",0.694031071927956,-3.71432103018235,5.10238317403826,"13-24","CT19",TRUE
"ALL",0.696953794224011,-3.70191862633873,5.09582621478675,"13-24","CT2",TRUE
"ALL",0.699115109947499,-3.70456530453052,5.10279552442552,"13-24","CT20",TRUE
"ALL",0.698677447254477,-3.69737900504396,5.09473389955291,"13-24","CT21",TRUE
"ALL",0.670445007964618,-3.72082418682803,5.06171420275726,"13-24","CT22",TRUE
"ALL",0.69703753206883,-3.71047356203423,5.10454862617189,"13-24","CT23",TRUE
"ALL",0.692691190806123,-3.71735456788003,5.10273694949227,"13-24","CT24",TRUE
"ALL",0.671155604716733,-3.73314489262752,5.07545610206098,"13-24","CT28",TRUE
"ALL",0.696851003385205,-3.71554577904887,5.10924778581927,"13-24","CT29",TRUE
"ALL",0.761473870534773,-3.48471271352865,5.00766045459819,"13-24","CT30",TRUE
"ALL",0.697205806512247,-3.71201765733559,5.10642927036008,"13-24","CT31",TRUE
"ALL",0.694987661277379,-3.71241347955676,5.10238880211152,"13-24","CT32",TRUE
"ALL",0.698037541820725,-3.70886893230331,5.10494401594476,"13-24","CT36",TRUE
"ALL",0.700176322194046,-3.70920999308195,5.10956263747004,"13-24","CT37",TRUE
"ALL",0.714680805329319,-3.70346803904847,5.13282964970711,"13-24","CT38",TRUE
"ALL",0.699887980136271,-3.70304047667626,5.1028164369488,"13-24","CT39",TRUE
"ALL",0.692867160576995,-3.70527615443451,5.0910104755885,"13-24","CT4",TRUE
"ALL",0.698219488888352,-3.70867821669446,5.10511719447116,"13-24","CT42",TRUE
"ALL",0.705294617387299,-3.69430975214878,5.10489898692338,"13-24","CT43",TRUE
"ALL",0.596279765415096,-3.78016624272003,4.97272577355022,"13-24","CT44",TRUE
"ALL",0.698095320702137,-3.71870572114626,5.11489636255053,"13-24","CT47",TRUE
"ALL",0.701259701660798,-3.70584348736254,5.10836289068413,"13-24","CT48",TRUE
"ALL",0.699143866380897,-3.7054468849992,5.103734617761,"13-24","CT49",TRUE
"ALL",0.666060589644541,-3.7404227574508,5.07254393673988,"13-24","CT5",TRUE
"ALL",0.707944105126943,-3.69888358650451,5.11477179675839,"13-24","CT52",TRUE
"ALL",0.69873162901345,-3.68931610235568,5.08677936038259,"13-24","CT53",TRUE
"ALL",0.699418428683018,-3.70395699553502,5.10279385290106,"13-24","CT54",TRUE
"ALL",0.706377451936951,-3.69523400147626,5.10798890535016,"13-24","CT56",TRUE
"ALL",0.698080740502125,-3.70801848485419,5.10417996585844,"13-24","CT57",TRUE
"ALL",0.709183428751736,-3.68588743827179,5.10425429577526,"13-24","CT58",TRUE
"ALL",0.705905905883293,-3.69289102160157,5.10470283336816,"13-24","CT59",TRUE
"ALL",0.693135409771409,-3.71440401257643,5.10067483211925,"13-24","CT6",TRUE
"ALL",0.699910926166025,-3.70844642081752,5.10826827314957,"13-24","CT60",TRUE
"ALL",0.701785591630947,-3.70469352770359,5.10826471096548,"13-24","CT61",TRUE
"ALL",0.697542189310909,-3.70482045742008,5.09990483604189,"13-24","CT9",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","NONE",TRUE
"ALL",0.711034856209077,-3.69607175299245,5.1181414654106,"13-24","CT1",TRUE
"ALL",0.71483963641429,-3.68795855413639,5.11763782696497,"13-24","CT12",TRUE
"ALL",0.574879843587683,-3.83513384866891,4.98489353584427,"13-24","CT13",TRUE
"ALL",0.659785764439536,-3.74725016535117,5.06682169423024,"13-24","CT16",TRUE
"ALL",0.706818127619218,-3.69457652506641,5.10821278030484,"13-24","CT19",TRUE
"ALL",0.712976178300733,-3.69205038659204,5.11800274319351,"13-24","CT2",TRUE
"ALL",0.717682815236574,-3.69240405671139,5.12776968718453,"13-24","CT20",TRUE
"ALL",0.707512106954849,-3.68754248302289,5.10256669693259,"13-24","CT21",TRUE
"ALL",0.706733889078819,-3.70194553118284,5.11541330934048,"13-24","CT22",TRUE
"ALL",0.716779833781083,-3.69181677098916,5.12537643855133,"13-24","CT23",TRUE
"ALL",0.720751720951861,-3.68909648983395,5.13059993173767,"13-24","CT24",TRUE
"ALL",0.671296485172847,-3.73221235482227,5.07480532516797,"13-24","CT28",TRUE
"ALL",0.713745860364472,-3.69204199863272,5.11953371936167,"13-24","CT29",TRUE
"ALL",0.387244939296252,-3.85515336976426,4.62964324835677,"13-24","CT30",TRUE
"ALL",0.718587968718594,-3.69992631835447,5.13710225579166,"13-24","CT31",TRUE
"ALL",0.708266152844523,-3.67790730716446,5.09443961285351,"13-24","CT32",TRUE
"ALL",0.715636639085184,-3.69050661460705,5.12177989277742,"13-24","CT36",TRUE
"ALL",0.719717538035828,-3.69008041910406,5.12951549517572,"13-24","CT37",TRUE
"ALL",0.713625272556865,-3.70570624328043,5.13295678839416,"13-24","CT38",TRUE
"ALL",0.714628051556164,-3.68450500553015,5.11376110864247,"13-24","CT39",TRUE
"ALL",0.71899278443586,-3.68900138436969,5.12698695324141,"13-24","CT4",TRUE
"ALL",0.720534654380797,-3.69542166527853,5.13649097404012,"13-24","CT42",TRUE
"ALL",0.71495822392882,-3.68370564910827,5.11362209696591,"13-24","CT43",TRUE
"ALL",0.539003546038918,-3.84434575904681,4.92235285112464,"13-24","CT44",TRUE
"ALL",0.715851574743273,-3.6919625803152,5.12366572980175,"13-24","CT47",TRUE
"ALL",0.720331630743597,-3.68578138508926,5.12644464657645,"13-24","CT48",TRUE
"ALL",0.714041834214186,-3.69190470193224,5.11998837036061,"13-24","CT49",TRUE
"ALL",0.653376043415552,-3.74062622155278,5.04737830838388,"13-24","CT5",TRUE
"ALL",0.728740282548315,-3.68433484079981,5.14181540589644,"13-24","CT52",TRUE
"ALL",0.714116242717514,-3.69343530102131,5.12166778645633,"13-24","CT53",TRUE
"ALL",0.71348248233226,-3.68893305617635,5.11589802084087,"13-24","CT54",TRUE
"ALL",0.72994755591842,-3.67894511753458,5.13884022937142,"13-24","CT56",TRUE
"ALL",0.706284912630529,-3.686355461971,5.09892528723206,"13-24","CT57",TRUE
"ALL",0.725250085024208,-3.68222610411277,5.13272627416119,"13-24","CT58",TRUE
"ALL",0.720506436530201,-3.68327240209805,5.12428527515845,"13-24","CT59",TRUE
"ALL",0.708406096869779,-3.69394516999001,5.11075736372956,"13-24","CT6",TRUE
"ALL",0.716510153939367,-3.68878597150641,5.12180627938514,"13-24","CT60",TRUE
"ALL",0.71889870836837,-3.69369478951123,5.13149220624798,"13-24","CT61",TRUE
"ALL",0.713509581062732,-3.69070855039437,5.11772771251983,"13-24","CT9",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","NONE",TRUE
"ALL",0.702177161518147,-3.69026081018329,5.09461513321958,"13-24","CT1",TRUE
"ALL",0.735523112743513,-3.65565609941805,5.12670232490507,"13-24","CT12",TRUE
"ALL",0.579801125724048,-3.81760824571756,4.97721049716565,"13-24","CT13",TRUE
"ALL",1.40493276106847,-2.87290335471854,5.68276887685547,"13-24","CT16",TRUE
"ALL",0.701846018836621,-3.69147884252692,5.09517088020016,"13-24","CT19",TRUE
"ALL",0.695005189774716,-3.69903436131137,5.08904474086081,"13-24","CT2",TRUE
"ALL",0.63453131238638,-3.77077511668093,5.03983774145369,"13-24","CT20",TRUE
"ALL",0.709455664315132,-3.67883572445593,5.0977470530862,"13-24","CT21",TRUE
"ALL",0.839418995544159,-3.54317830132369,5.22201629241201,"13-24","CT22",TRUE
"ALL",0.664256247060146,-3.73546597733741,5.0639784714577,"13-24","CT23",TRUE
"ALL",0.610037427764326,-3.79529096547155,5.0153658210002,"13-24","CT28",TRUE
"ALL",0.677643462472549,-3.71922974044752,5.07451666539262,"13-24","CT29",TRUE
"ALL",0.773887937287016,-3.60830782686329,5.15608370143733,"13-24","CT31",TRUE
"ALL",0.641120394860875,-3.75317401162258,5.03541480134433,"13-24","CT32",TRUE
"ALL",0.609575224251323,-3.79981572336763,5.01896617187028,"13-24","CT36",TRUE
"ALL",0.711906086802115,-3.68217428765115,5.10598646125538,"13-24","CT37",TRUE
"ALL",0.595923231709126,-3.79264270469614,4.9844891681144,"13-24","CT38",TRUE
"ALL",0.643252596765673,-3.75218419869924,5.03868939223059,"13-24","CT39",TRUE
"ALL",0.890238203602278,-3.47528264125801,5.25575904846257,"13-24","CT4",TRUE
"ALL",0.72166267700825,-3.66767577664786,5.11100113066436,"13-24","CT42",TRUE
"ALL",0.697971059510665,-3.69797678180827,5.0939189008296,"13-24","CT43",TRUE
"ALL",0.476489007520088,-3.93672422743518,4.88970224247536,"13-24","CT44",TRUE
"ALL",0.684726674072563,-3.71211491420739,5.08156826235252,"13-24","CT47",TRUE
"ALL",0.662894840742184,-3.73892674396956,5.06471642545393,"13-24","CT48",TRUE
"ALL",0.659261302290284,-3.74402749155964,5.06255009614021,"13-24","CT49",TRUE
"ALL",0.68275730555603,-3.71249202909844,5.0780066402105,"13-24","CT5",TRUE
"ALL",0.753197572726337,-3.63865902124614,5.14505416669881,"13-24","CT52",TRUE
"ALL",0.678838045317241,-3.71832913461625,5.07600522525073,"13-24","CT53",TRUE
"ALL",0.759841683118001,-3.62421317159521,5.14389653783121,"13-24","CT54",TRUE
"ALL",0.783950403968045,-3.59914062552097,5.16704143345706,"13-24","CT56",TRUE
"ALL",0.66641899159397,-3.7330318921711,5.06586987535904,"13-24","CT57",TRUE
"ALL",0.646552261185994,-3.7607835021499,5.05388802452189,"13-24","CT58",TRUE
"ALL",0.796992768210346,-3.58322442905297,5.17720996547366,"13-24","CT59",TRUE
"ALL",0.744598255675431,-3.64244047111746,5.13163698246832,"13-24","CT6",TRUE
"ALL",0.647538496490959,-3.75491531684391,5.04999230982583,"13-24","CT60",TRUE
"ALL",0.712009571576255,-3.6816375372129,5.10565668036541,"13-24","CT61",TRUE
"ALL",0.788725032601148,-3.59239063458884,5.16984069979113,"13-24","CT9",TRUE
"ALL",0.716394331734744,-3.6754403971573,5.10822906062679,"13-24","NONE",TRUE
"ALL",0.637420955087331,-3.76903552423264,5.0438774344073,"13-24","CT1",TRUE
"ALL",0.634564226795464,-3.77897264892211,5.04810110251304,"13-24","CT12",TRUE
"ALL",0.870830239748295,-3.50736440103611,5.2490248805327,"13-24","CT13",TRUE
"ALL",0.781166352678516,-3.44933564532277,5.0116683506798,"13-24","CT16",TRUE
"ALL",0.6471573353145,-3.77567904924624,5.06999371987524,"13-24","CT19",TRUE
"ALL",0.659492736590099,-3.74169022367194,5.06067569685214,"13-24","CT2",TRUE
"ALL",0.652778445676657,-3.75774698541206,5.06330387676538,"13-24","CT20",TRUE
"ALL",0.758616000103789,-3.64571332272719,5.16294532293477,"13-24","CT22",TRUE
"ALL",0.708289086176555,-3.72849729362952,5.14507546598263,"13-24","CT28",TRUE
"ALL",0.64650756180452,-3.75732201355564,5.05033713716468,"13-24","CT29",TRUE
"ALL",0.641363861176633,-3.78534388339685,5.06807160575011,"13-24","CT31",TRUE
"ALL",0.498418448760916,-3.8463169956489,4.84315389317073,"13-24","CT32",TRUE
"ALL",0.651027646454625,-3.75018966432748,5.05224495723673,"13-24","CT37",TRUE
